==2933676== NVPROF is profiling process 2933676, command: ./fps ../models/bunny.stl
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"unique_warps_launched","Number of warps launched",71335936,71335936,71335936
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"sm_efficiency","Multiprocessor Activity",99.999103%,99.999103%,99.999103%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"achieved_occupancy","Achieved Occupancy",0.578462,0.578462,0.578462
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"ipc","Executed IPC",0.380121,0.380121,0.380121
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"issued_ipc","Issued IPC",0.380144,0.380144,0.380144
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"issue_slot_utilization","Issue Slot Utilization",8.904951%,8.904951%,8.904951%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",0.375773,0.375773,0.375773
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"tex_utilization","Unified Cache Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"l2_utilization","L2 Cache Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"shared_utilization","Shared Memory Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"ldst_fu_utilization","Load/Store Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"cf_fu_utilization","Control-Flow Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"special_fu_utilization","Special Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"tex_fu_utilization","Texture Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"single_precision_fu_utilization","Single-Precision Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"double_precision_fu_utilization","Double-Precision Function Unit Utilization","Max (10)","Max (10)","Max (10)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_hp_efficiency","FLOP Efficiency(Peak Half)",0.000000%,0.000000%,0.000000%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_sp_efficiency","FLOP Efficiency(Peak Single)",0.149650%,0.149650%,0.149650%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"flop_dp_efficiency","FLOP Efficiency(Peak Double)",55.287917%,55.287917%,55.287917%
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"dram_read_transactions","Device Memory Read Transactions",166930,166930,166930
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"dram_write_transactions","Device Memory Write Transactions",49195,49195,49195
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"dram_read_throughput","Device Memory Read Throughput",11.887367MB/s,11.887367MB/s,11.887366MB/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"dram_write_throughput","Device Memory Write Throughput",3.503259MB/s,3.503259MB/s,3.503258MB/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"dram_utilization","Device Memory Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"half_precision_fu_utilization","Half-Precision Function Unit Utilization","Idle (0)","Idle (0)","Idle (0)"
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"ecc_transactions","ECC Transactions",0,0,0
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"ecc_throughput","ECC Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"dram_read_bytes","Total bytes read from DRAM to L2 cache",5341760,5341760,5341760
"TITAN Xp (0)","fps1(triangle*, unsigned long, char*, unsigned long*, int*)",1,"dram_write_bytes","Total bytes written from L2 cache to DRAM",1574240,1574240,1574240
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_per_warp","Instructions per warp",3829.255859,3829.255859,3829.255859
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"branch_efficiency","Branch Efficiency",99.359693%,99.359693%,99.359693%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"warp_execution_efficiency","Warp Execution Efficiency",14.455680%,14.455680%,14.455680%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"warp_nonpred_execution_efficiency","Warp Non-Predicated Execution Efficiency",13.058675%,13.058675%,13.058675%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_replay_overhead","Instruction Replay Overhead",0.001492,0.001492,0.001492
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"shared_load_transactions_per_request","Shared Memory Load Transactions Per Request",0.000000,0.000000,0.000000
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"shared_store_transactions_per_request","Shared Memory Store Transactions Per Request",0.000000,0.000000,0.000000
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"local_load_transactions_per_request","Local Memory Load Transactions Per Request",2.327381,2.327381,2.327381
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"local_store_transactions_per_request","Local Memory Store Transactions Per Request",1.437972,1.437972,1.437972
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"gld_transactions_per_request","Global Load Transactions Per Request",25.218296,25.218296,25.218296
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"gst_transactions_per_request","Global Store Transactions Per Request",10.735971,10.735971,10.735971
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"shared_store_transactions","Shared Store Transactions",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"shared_load_transactions","Shared Load Transactions",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"local_load_transactions","Local Load Transactions",88622,88622,88622
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"local_store_transactions","Local Store Transactions",92292,92292,92292
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"gld_transactions","Global Load Transactions",362513,362513,362513
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"gst_transactions","Global Store Transactions",48022,48022,48022
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"sysmem_read_transactions","System Memory Read Transactions",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"sysmem_write_transactions","System Memory Write Transactions",5,5,5
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_read_transactions","L2 Read Transactions",312383,312383,312383
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_write_transactions","L2 Write Transactions",291451,291451,291451
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"global_hit_rate","Global Hit Rate in unified l1/tex",10.988897%,10.988897%,10.988897%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"local_hit_rate","Local Hit Rate",38.517524%,38.517524%,38.517524%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"gld_requested_throughput","Requested Global Load Throughput",260.678115MB/s,260.678115MB/s,260.678114MB/s
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"gst_requested_throughput","Requested Global Store Throughput",10.493666MB/s,10.493666MB/s,10.493665MB/s
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"gld_throughput","Global Load Throughput",810.445000MB/s,810.445000MB/s,810.444999MB/s
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"gst_throughput","Global Store Throughput",1.390772GB/s,1.390772GB/s,1.390772GB/s
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"local_memory_overhead","Local Memory Overhead",49.880214%,49.880214%,49.880214%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"tex_cache_hit_rate","Unified Cache Hit Rate",42.001784%,42.001784%,42.001784%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_tex_read_hit_rate","L2 Hit Rate (Texture Reads)",84.710980%,84.710980%,84.710980%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_tex_write_hit_rate","L2 Hit Rate (Texture Writes)",80.527190%,80.527190%,80.527190%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"tex_cache_throughput","Unified Cache Throughput",6.632740GB/s,6.632740GB/s,6.632740GB/s
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_tex_read_throughput","L2 Throughput (Texture Reads)",4.551302GB/s,4.551302GB/s,4.551302GB/s
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_tex_write_throughput","L2 Throughput (Texture Writes)",4.166264GB/s,4.166264GB/s,4.166264GB/s
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_read_throughput","L2 Throughput (Reads)",9.046970GB/s,9.046970GB/s,9.046970GB/s
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_write_throughput","L2 Throughput (Writes)",8.440755GB/s,8.440755GB/s,8.440755GB/s
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"sysmem_read_throughput","System Memory Read Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"sysmem_write_throughput","System Memory Write Throughput",151.838867KB/s,151.838867KB/s,151.837891KB/s
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"local_load_throughput","Local Memory Load Throughput",2.566595GB/s,2.566595GB/s,2.566595GB/s
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"local_store_throughput","Local Memory Store Throughput",2.672882GB/s,2.672882GB/s,2.672882GB/s
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"shared_load_throughput","Shared Memory Load Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"shared_store_throughput","Shared Memory Store Throughput",0.000000B/s,0.000000B/s,0.000000B/s
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"gld_efficiency","Global Memory Load Efficiency",32.164813%,32.164813%,32.164813%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"gst_efficiency","Global Memory Store Efficiency",0.736837%,0.736837%,0.736837%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"tex_cache_transactions","Unified Cache Transactions",229022,229022,229022
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"flop_count_dp","Floating Point Operations(Double Precision)",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"flop_count_dp_add","Floating Point Operations(Double Precision Add)",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"flop_count_dp_fma","Floating Point Operations(Double Precision FMA)",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"flop_count_dp_mul","Floating Point Operations(Double Precision Mul)",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"flop_count_sp","Floating Point Operations(Single Precision)",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"flop_count_sp_add","Floating Point Operations(Single Precision Add)",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"flop_count_sp_fma","Floating Point Operations(Single Precision FMA)",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"flop_count_sp_mul","Floating Point Operation(Single Precision Mul)",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"flop_count_sp_special","Floating Point Operations(Single Precision Special)",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_executed","Instructions Executed",3923935,3923935,3923935
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_issued","Instructions Issued",3939397,3939397,3939397
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"sysmem_utilization","System Memory Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"stall_inst_fetch","Issue Stall Reasons (Instructions Fetch)",15.409438%,15.409438%,15.409438%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"stall_exec_dependency","Issue Stall Reasons (Execution Dependency)",25.376414%,25.376414%,25.376414%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"stall_memory_dependency","Issue Stall Reasons (Data Request)",56.432771%,56.432771%,56.432771%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"stall_texture","Issue Stall Reasons (Texture)",0.015731%,0.015731%,0.015731%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"stall_sync","Issue Stall Reasons (Synchronization)",0.000000%,0.000000%,0.000000%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"stall_other","Issue Stall Reasons (Other)",1.693281%,1.693281%,1.693281%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"stall_constant_memory_dependency","Issue Stall Reasons (Immediate constant)",0.802799%,0.802799%,0.802799%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"stall_pipe_busy","Issue Stall Reasons (Pipe Busy)",0.127385%,0.127385%,0.127385%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"shared_efficiency","Shared Memory Efficiency",0.000000%,0.000000%,0.000000%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_fp_32","FP Instructions(Single)",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_fp_64","FP Instructions(Double)",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_integer","Integer Instructions",1252285,1252285,1252285
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_bit_convert","Bit-Convert Instructions",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_control","Control-Flow Instructions",295292,295292,295292
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_compute_ld_st","Load/Store Instructions",63227,63227,63227
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_misc","Misc Instructions",551230,551230,551230
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_inter_thread_communication","Inter-Thread Instructions",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"issue_slots","Issue Slots",3287972,3287972,3287972
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"cf_issued","Issued Control-Flow Instructions",1440512,1440512,1440512
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"cf_executed","Executed Control-Flow Instructions",1440512,1440512,1440512
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"ldst_issued","Issued Load/Store Instructions",371740,371740,371740
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"ldst_executed","Executed Load/Store Instructions",264995,264995,264995
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"atomic_transactions","Atomic Transactions",149643,149643,149643
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"atomic_transactions_per_request","Atomic Transactions Per Request",4.243025,4.243025,4.243025
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_atomic_throughput","L2 Throughput (Atomic requests)",4.403397GB/s,4.403397GB/s,4.403397GB/s
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_atomic_transactions","L2 Transactions (Atomic requests)",304090,304090,304090
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_tex_read_transactions","L2 Transactions (Texture Reads)",157152,157152,157152
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"stall_memory_throttle","Issue Stall Reasons (Memory Throttle)",0.000497%,0.000497%,0.000497%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"stall_not_selected","Issue Stall Reasons (Not Selected)",0.141684%,0.141684%,0.141684%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_tex_write_transactions","L2 Transactions (Texture Writes)",143857,143857,143857
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"flop_count_hp","Floating Point Operations(Half Precision)",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"flop_count_hp_add","Floating Point Operations(Half Precision Add)",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"flop_count_hp_mul","Floating Point Operation(Half Precision Mul)",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"flop_count_hp_fma","Floating Point Operations(Half Precision FMA)",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_fp_16","HP Instructions(Half)",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"sysmem_read_utilization","System Memory Read Utilization","Idle (0)","Idle (0)","Idle (0)"
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"sysmem_write_utilization","System Memory Write Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"pcie_total_data_transmitted","PCIe Total Data Transmitted",512,512,512
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"pcie_total_data_received","PCIe Total Data Received",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_executed_global_loads","Warp level instructions for global loads",14375,14375,14375
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_executed_local_loads","Warp level instructions for local loads",38078,38078,38078
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_executed_shared_loads","Warp level instructions for shared loads",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_executed_surface_loads","Warp level instructions for surface loads",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_executed_global_stores","Warp level instructions for global stores",4473,4473,4473
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_executed_local_stores","Warp level instructions for local stores",64374,64374,64374
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_executed_shared_stores","Warp level instructions for shared stores",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_executed_surface_stores","Warp level instructions for surface stores",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_executed_global_atomics","Warp level instructions for global atom and atom cas",32805,32805,32805
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_executed_global_reductions","Warp level instructions for global reductions",2463,2463,2463
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_executed_surface_atomics","Warp level instructions for surface atom and atom cas",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_executed_surface_reductions","Warp level instructions for surface reductions",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_executed_shared_atomics","Warp level shared instructions for atom and atom CAS",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"inst_executed_tex_ops","Warp level instructions for texture",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_global_load_bytes","Bytes read from L2 for misses in Unified Cache for global loads",3294208,3294208,3294208
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_local_load_bytes","Bytes read from L2 for misses in Unified Cache for local loads",1810656,1810656,1810656
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_surface_load_bytes","Bytes read from L2 for misses in Unified Cache for surface loads",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_local_global_store_bytes","Bytes written to L2 from Unified Cache for local and global stores.",4490048,4490048,4490048
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_global_reduction_bytes","Bytes written to L2 from Unified cache for global reductions",78848,78848,78848
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_global_atomic_store_bytes","Bytes written to L2 from Unified cache for global atomics",4832192,4832192,4832192
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_surface_store_bytes","Bytes written to L2 from Unified Cache for surface stores.",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_surface_reduction_bytes","Bytes written to L2 from Unified Cache for surface reductions",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_surface_atomic_store_bytes","Bytes transferred between Unified Cache and L2 for surface atomics",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"global_load_requests","Total number of global load requests from Multiprocessor",88029,88029,88029
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"local_load_requests","Total number of local load requests from Multiprocessor",70219,70219,70219
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"surface_load_requests","Total number of surface load requests from Multiprocessor",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"global_store_requests","Total number of global store requests from Multiprocessor",38421,38421,38421
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"local_store_requests","Total number of local store requests from Multiprocessor",98996,98996,98996
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"surface_store_requests","Total number of surface store requests from Multiprocessor",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"global_atomic_requests","Total number of global atomic requests from Multiprocessor",63218,63218,63218
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"global_reduction_requests","Total number of global reduction requests from Multiprocessor",2463,2463,2463
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"surface_atomic_requests","Total number of surface atomic requests from Multiprocessor",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"surface_reduction_requests","Total number of surface reduction requests from Multiprocessor",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"sysmem_read_bytes","System Memory Read Bytes",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"sysmem_write_bytes","System Memory Write Bytes",160,160,160
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_tex_hit_rate","L2 Cache Hit Rate",83.438007%,83.438007%,83.438007%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"texture_load_requests","Total number of texture Load requests from Multiprocessor",0,0,0
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"unique_warps_launched","Number of warps launched",1024,1024,1024
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"sm_efficiency","Multiprocessor Activity",26.690844%,26.690844%,26.690844%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"achieved_occupancy","Achieved Occupancy",0.069032,0.069032,0.069032
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"ipc","Executed IPC",0.259455,0.259455,0.259455
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"issued_ipc","Issued IPC",0.222961,0.222961,0.222961
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"issue_slot_utilization","Issue Slot Utilization",4.652295%,4.652295%,4.652295%
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"eligible_warps_per_cycle","Eligible Warps Per Active Cycle",0.191124,0.191124,0.191124
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"tex_utilization","Unified Cache Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"l2_utilization","L2 Cache Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"shared_utilization","Shared Memory Utilization","Idle (0)","Idle (0)","Idle (0)"
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"ldst_fu_utilization","Load/Store Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"cf_fu_utilization","Control-Flow Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"special_fu_utilization","Special Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"tex_fu_utilization","Texture Function Unit Utilization","Low (1)","Low (1)","Low (1)"
"TITAN Xp (0)","fps2(char*, unsigned long*)",1,"single_precision_fu_utilization","Single-Precision Function Unit Utilization","Low (1)","Low (1)","Low (1)"
